Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Lazio,Fiorentina,1,1.75,3.79,4.61,2018
Genoa,Parma,2,1.74,3.66,4.94,2018
Empoli,Roma,2,4.56,3.98,1.72,2018
Udinese,Juventus,2,11.13,5.1,1.31,2018
Cagliari,Bologna,1,2.07,3.14,4.06,2018
Torino,Frosinone,1,1.42,4.38,8.38,2018
Sampdoria,Spal,1,1.76,3.54,4.96,2018
Sassuolo,Milan,2,3.39,3.44,2.15,2018
Parma,Empoli,1,2.48,3.35,2.87,2018
Chievo,Torino,2,3.89,3.25,2.05,2018
Fiorentina,Atalanta,1,2.31,3.4,3.1,2018
Frosinone,Genoa,2,3.49,3.28,2.19,2018
Bologna,Udinese,1,2.71,2.98,2.86,2018
Inter,Cagliari,1,1.38,4.79,8.75,2018
Juventus,Napoli,1,1.87,3.34,4.58,2018
Roma,Lazio,1,2.59,3.45,2.64,2018
Empoli,Milan,X,4.53,3.64,1.81,2018
Spal,Sassuolo,2,2.48,3.21,2.98,2018
Roma,Frosinone,1,1.21,6.69,13.75,2018
Atalanta,Torino,X,1.73,3.79,4.89,2018
Cagliari,Sampdoria,X,2.28,3.36,3.18,2018
Genoa,Chievo,1,1.79,3.54,4.81,2018
Juventus,Bologna,1,1.14,8.13,20.25,2018
Napoli,Parma,1,1.2,6.69,14.25,2018
Udinese,Lazio,2,4.01,3.36,1.99,2018
Inter,Fiorentina,1,1.64,3.77,5.69,2018
Frosinone,Juventus,2,17.38,6.63,1.19,2018
Milan,Atalanta,X,2.16,3.19,3.63,2018
Bologna,Roma,1,5.48,3.76,1.66,2018
Chievo,Udinese,2,2.81,3.09,2.71,2018
Lazio,Genoa,1,1.45,4.43,7.38,2018
Torino,Napoli,2,4.31,3.51,1.88,2018
Sampdoria,Inter,2,4.13,3.55,1.9,2018
Fiorentina,Spal,1,1.69,3.6,5.58,2018
Parma,Cagliari,1,2.43,3.26,2.99,2018
Sassuolo,Empoli,1,2.13,3.3,3.6,2018
Sampdoria,Fiorentina,X,2.77,3.3,2.58,2018
Spal,Atalanta,1,4.99,3.7,1.73,2018
Cagliari,Milan,X,4.53,3.51,1.83,2018
Empoli,Lazio,2,5.06,3.97,1.66,2018
Genoa,Bologna,1,1.98,3.19,4.23,2018
Juventus,Sassuolo,1,1.21,6.63,13.0,2018
Udinese,Torino,X,2.7,3.25,2.67,2018
Roma,Chievo,X,1.22,6.41,12.63,2018
Frosinone,Sampdoria,2,3.07,3.11,2.45,2018
Napoli,Fiorentina,1,1.44,4.52,7.25,2018
Inter,Parma,2,1.33,5.06,10.0,2018
Atalanta,Cagliari,2,1.36,4.87,8.83,2018
Chievo,Empoli,X,3.03,3.13,2.47,2018
Lazio,Frosinone,1,1.23,6.17,12.5,2018
Sampdoria,Napoli,1,6.5,4.41,1.48,2018
Sassuolo,Genoa,1,2.38,3.2,3.13,2018
Torino,Spal,1,1.65,3.67,5.67,2018
Fiorentina,Udinese,1,1.78,3.68,4.58,2018
Parma,Juventus,2,12.67,5.67,1.25,2018
Bologna,Inter,2,4.77,3.25,1.87,2018
Milan,Roma,1,2.38,3.4,2.95,2018
Roma,Atalanta,X,1.54,4.13,6.13,2018
Cagliari,Sassuolo,X,2.43,3.24,3.01,2018
Fiorentina,Chievo,1,1.42,4.53,7.75,2018
Frosinone,Bologna,X,3.33,3.0,2.36,2018
Genoa,Empoli,1,2.02,3.44,3.74,2018
Inter,Torino,X,1.58,3.94,5.96,2018
Udinese,Sampdoria,1,2.21,3.41,3.28,2018
Spal,Parma,1,2.34,2.97,3.44,2018
Napoli,Milan,1,1.61,3.95,5.59,2018
Juventus,Lazio,1,1.48,4.21,7.13,2018
Atalanta,Frosinone,1,1.34,4.94,9.94,2018
Bologna,Spal,2,2.21,3.09,3.6,2018
Empoli,Cagliari,1,2.43,3.25,2.99,2018
Parma,Udinese,X,2.7,3.14,2.74,2018
Sassuolo,Inter,1,5.05,3.83,1.68,2018
Torino,Roma,2,3.6,3.48,2.03,2018
Lazio,Napoli,2,2.78,3.48,2.46,2018
Chievo,Juventus,2,15.0,6.26,1.21,2018
Bologna,Torino,X,1.81,4.16,3.86,2019
Genoa,Verona,1,1.61,4.35,4.87,2019
Lecce,Parma,2,1.53,4.88,5.06,2019
Sassuolo,Udinese,2,1.8,4.26,3.84,2019
Spal,Fiorentina,2,6.84,4.79,1.43,2019
Milan,Cagliari,1,1.24,6.42,11.17,2019
Atalanta,Inter,2,2.59,3.65,2.55,2019
Juventus,Roma,2,2.29,3.75,2.88,2019
Napoli,Lazio,1,2.08,3.81,3.26,2019
Brescia,Sampdoria,X,3.76,3.91,1.88,2019
Cagliari,Juventus,1,6.36,4.46,1.49,2019
Fiorentina,Bologna,1,1.95,3.74,3.65,2019
Torino,Roma,2,8.7,5.65,1.31,2019
Lazio,Brescia,1,1.08,11.55,25.33,2019
Sampdoria,Milan,2,8.08,5.13,1.37,2019
Sassuolo,Genoa,1,2.19,3.53,3.21,2019
Udinese,Lecce,2,2.31,3.69,2.88,2019
Verona,Spal,1,1.55,4.33,5.76,2019
Inter,Napoli,1,2.06,3.64,3.48,2019
Parma,Atalanta,2,7.44,5.36,1.37,2019
Juventus,Sampdoria,1,1.25,5.86,11.83,2019
Roma,Fiorentina,1,1.51,4.5,5.86,2019
Cagliari,Udinese,2,3.48,3.2,2.22,2019
Spal,Torino,X,5.44,4.21,1.59,2019
Verona,Lazio,2,3.85,3.65,1.93,2019
Bologna,Lecce,1,2.12,3.79,3.16,2019
Napoli,Sassuolo,1,1.59,4.28,5.25,2019
Genoa,Inter,2,7.16,4.54,1.44,2019
Brescia,Parma,2,4.65,4.13,1.68,2019
Milan,Atalanta,X,3.03,3.78,2.19,2019
Lazio,Cagliari,1,1.33,5.32,8.99,2019
Udinese,Juventus,1,6.12,4.12,1.55,2019
Inter,Fiorentina,X,1.43,4.83,6.86,2019
Lecce,Brescia,1,1.62,4.43,4.76,2019
Sampdoria,Genoa,2,2.65,3.14,2.81,2019
Spal,Roma,2,9.92,6.08,1.27,2019
Torino,Verona,X,2.48,3.34,2.87,2019
Parma,Napoli,1,7.67,5.01,1.39,2019
Sassuolo,Milan,2,4.31,4.09,1.74,2019
Atalanta,Bologna,1,1.29,5.99,9.11,2019
Juventus,Lazio,1,1.48,4.54,6.54,2019
Roma,Inter,X,3.47,3.81,2.0,2019
Brescia,Spal,1,2.16,3.53,3.29,2019
Fiorentina,Torino,1,1.85,3.49,4.45,2019
Genoa,Lecce,1,1.86,3.77,3.99,2019
Napoli,Udinese,1,1.54,4.1,6.3,2019
Parma,Sampdoria,2,3.06,2.94,2.58,2019
Milan,Bologna,1,1.5,4.62,6.01,2019
Cagliari,Sassuolo,X,3.65,3.86,1.92,2019
Verona,Atalanta,X,6.98,5.04,1.41,2019
Spal,Inter,2,12.67,6.5,1.22,2019
Torino,Genoa,1,2.32,3.2,3.27,2019
Roma,Verona,1,1.66,4.04,4.98,2019
Lecce,Fiorentina,2,3.3,3.52,2.15,2019
Sassuolo,Juventus,X,4.96,4.15,1.65,2019
Udinese,Lazio,X,3.75,3.48,2.01,2019
Milan,Parma,1,1.41,4.78,7.51,2019
Bologna,Napoli,X,4.49,3.78,1.77,2019
Sampdoria,Cagliari,1,1.81,3.66,4.41,2019
Atalanta,Brescia,1,1.13,8.83,18.33,2019
Inter,Torino,1,1.38,4.92,8.17,2019
Napoli,Milan,X,2.21,3.43,3.27,2019
Cagliari,Lecce,X,1.99,3.72,3.59,2019
Fiorentina,Verona,X,2.11,3.41,3.55,2019
Parma,Bologna,X,3.35,3.38,2.18,2019
Udinese,Sampdoria,2,2.2,2.99,3.81,2019
Genoa,Spal,1,1.74,3.8,4.69,2019
Juventus,Atalanta,X,2.14,3.61,3.32,2019
Brescia,Roma,2,5.51,4.59,1.54,2019
Lazio,Sassuolo,2,1.52,4.64,5.66,2019
Verona,Inter,X,5.64,4.24,1.57,2019
Spal,Udinese,2,3.8,3.35,2.05,2019
Roma,Parma,1,1.63,4.13,5.1,2019
Atalanta,Sampdoria,1,1.29,5.99,9.14,2019
Bologna,Sassuolo,2,2.33,3.56,2.93,2019
Torino,Brescia,1,1.59,3.96,5.8,2019
Fiorentina,Cagliari,X,1.73,3.76,4.85,2019
Genoa,Napoli,2,5.22,3.94,1.65,2019
Milan,Juventus,1,3.15,3.37,2.29,2019
Lecce,Lazio,1,7.5,5.17,1.38,2019
Napoli,Roma,1,1.86,3.74,4.08,2019
Brescia,Verona,1,4.44,3.58,1.83,2019
Cagliari,Atalanta,2,5.31,4.69,1.55,2019
Parma,Fiorentina,2,3.03,3.27,2.42,2019
Sampdoria,Spal,1,1.68,3.8,5.14,2019
Udinese,Genoa,X,2.04,3.29,3.84,2019
Inter,Bologna,2,1.39,4.95,7.76,2019
Lazio,Milan,2,2.12,3.44,3.49,2019
Sassuolo,Lecce,1,1.55,4.63,5.25,2019
Juventus,Torino,1,1.3,5.41,10.64,2019
Roma,Udinese,2,1.84,3.66,4.29,2019
Atalanta,Napoli,1,2.13,3.67,3.23,2019
Fiorentina,Sassuolo,2,1.78,3.85,4.33,2019
Lecce,Sampdoria,2,3.3,3.53,2.15,2019
Spal,Milan,X,7.5,4.3,1.46,2019
Verona,Parma,1,2.16,3.32,3.48,2019
Bologna,Cagliari,X,2.03,3.53,3.67,2019
Inter,Brescia,1,1.19,6.93,14.88,2019
Genoa,Juventus,2,9.45,4.52,1.38,2019
Torino,Lazio,2,4.73,3.82,1.73,2019
Parma,Inter,2,7.0,4.19,1.49,2019
Napoli,Spal,1,1.3,5.49,10.23,2019
Sampdoria,Bologna,2,2.79,3.24,2.62,2019
Sassuolo,Verona,X,2.4,3.27,3.07,2019
Udinese,Atalanta,2,6.05,4.14,1.56,2019
Milan,Roma,1,2.47,3.31,2.93,2019
Lazio,Fiorentina,1,1.77,3.74,4.57,2019
Cagliari,Torino,1,2.42,3.22,3.05,2019
Brescia,Genoa,X,3.5,3.48,2.09,2019
Juventus,Lecce,1,1.12,8.96,21.0,2019
Roma,Sampdoria,1,1.52,4.31,6.25,2019
Atalanta,Lazio,1,2.23,3.64,3.05,2019
Inter,Sassuolo,X,1.44,4.58,7.22,2019
Genoa,Parma,2,2.21,3.23,3.47,2019
Torino,Udinese,1,2.61,3.07,2.92,2019
Spal,Cagliari,2,2.52,3.18,2.92,2019
Verona,Napoli,2,4.38,3.41,1.89,2019
Bologna,Juventus,2,6.09,4.0,1.58,2019
Fiorentina,Brescia,X,1.35,4.95,9.32,2019
Lecce,Milan,2,6.3,4.37,1.51,2019
Inter,Sampdoria,1,1.35,4.95,9.05,2019
Atalanta,Sassuolo,1,1.47,4.74,6.24,2019
Verona,Cagliari,1,1.95,3.38,4.13,2019
Torino,Parma,X,2.34,3.2,3.22,2019
Sassuolo,Brescia,1,1.53,4.53,5.84,2019
Juventus,Inter,1,2.13,3.29,3.66,2019
Udinese,Fiorentina,X,2.86,3.09,2.66,2019
Milan,Genoa,2,1.58,4.03,6.02,2019
Sampdoria,Verona,1,2.58,3.18,2.84,2019
Cagliari,Roma,2,3.25,3.53,2.17,2019
Lecce,Atalanta,2,7.46,5.36,1.37,2019
Napoli,Torino,1,1.56,4.1,6.06,2019
Lazio,Bologna,1,1.57,4.13,5.78,2019
Roma,Lecce,1,1.24,6.63,10.5,2019
Genoa,Lazio,2,4.62,3.72,1.77,2019
Fiorentina,Milan,X,2.77,3.05,2.76,2019
Spal,Juventus,2,7.11,4.58,1.44,2019
Bologna,Udinese,X,2.11,3.35,3.58,2019
Brescia,Napoli,2,5.75,4.21,1.56,2019
Milan,Torino,1,1.5,4.31,6.54,2019
Lazio,Inter,1,2.45,3.39,2.89,2019
Cagliari,Napoli,2,4.01,3.59,1.91,2019
Juventus,Brescia,1,1.18,7.13,15.62,2019
Sampdoria,Fiorentina,2,2.82,3.02,2.74,2019
Sassuolo,Parma,2,1.79,3.91,4.24,2019
Udinese,Verona,X,2.46,3.2,2.98,2019
Atalanta,Roma,1,1.74,4.22,4.16,2019
Bologna,Genoa,2,1.74,3.66,4.91,2019
Lecce,Spal,1,2.3,3.49,3.02,2019
Inter,Milan,1,2.05,3.32,3.84,2019
Parma,Lazio,2,4.31,3.74,1.81,2019
Brescia,Udinese,X,3.0,3.16,2.48,2019
Genoa,Cagliari,1,2.32,3.33,3.12,2019
Napoli,Lecce,2,1.22,6.48,12.4,2019
Spal,Sassuolo,2,2.87,3.38,2.45,2019
Verona,Juventus,1,5.92,3.73,1.63,2019
Torino,Sampdoria,2,2.34,3.1,3.32,2019
Fiorentina,Atalanta,2,3.81,3.73,1.91,2019
Roma,Bologna,2,1.58,4.21,5.54,2019
Lazio,Verona,X,1.44,4.5,7.47,2019
Sampdoria,Napoli,2,3.9,3.36,2.01,2019
Udinese,Inter,2,4.49,3.48,1.83,2019
Lecce,Torino,1,3.02,3.37,2.36,2019
Milan,Verona,X,1.75,3.67,4.82,2019
Atalanta,Genoa,X,1.25,6.18,11.3,2019
Lazio,Spal,1,1.24,6.04,12.1,2019
Juventus,Fiorentina,1,1.33,5.12,9.36,2019
Sassuolo,Roma,1,4.35,3.93,1.75,2019
Cagliari,Parma,X,1.79,3.7,4.51,2019
Bologna,Brescia,1,1.63,4.08,5.12,2019
Napoli,Juventus,1,3.48,3.44,2.13,2019
Roma,Lazio,X,2.85,3.53,2.4,2019
Parma,Udinese,1,2.45,3.17,3.04,2019
Sampdoria,Sassuolo,X,2.42,3.26,3.02,2019
Verona,Lecce,1,1.57,4.12,5.69,2019
Inter,Cagliari,X,1.31,5.21,10.2,2019
Torino,Atalanta,2,4.98,3.87,1.69,2019
Fiorentina,Genoa,X,1.77,3.56,4.88,2019
Spal,Bologna,2,2.91,3.26,2.49,2019
Brescia,Milan,2,5.1,3.99,1.65,2019
Atalanta,Spal,2,1.19,7.17,14.4,2019
Juventus,Parma,1,1.21,6.69,13.14,2019
Genoa,Roma,2,4.53,3.52,1.82,2019
Bologna,Verona,X,2.06,3.39,3.68,2019
Brescia,Cagliari,X,2.67,3.38,2.62,2019
Lecce,Inter,X,10.1,5.92,1.28,2019
Milan,Udinese,1,1.59,3.8,5.95,2019
Napoli,Fiorentina,2,1.6,4.09,5.52,2019
Sassuolo,Torino,1,2.43,3.37,2.92,2019
Lazio,Sampdoria,1,1.4,4.72,8.16,2019
Parma,Lecce,1,1.67,3.97,4.96,2019
Roma,Juventus,2,3.27,3.51,2.18,2019
Verona,Genoa,1,2.08,3.27,3.71,2019
Fiorentina,Spal,1,1.56,3.98,6.47,2019
Sampdoria,Brescia,1,2.16,3.16,3.64,2019
Torino,Bologna,1,2.33,3.31,3.13,2019
Udinese,Sassuolo,1,2.17,3.35,3.43,2019
Inter,Atalanta,X,2.19,3.54,3.2,2019
Lazio,Napoli,1,2.03,3.72,3.44,2019
Cagliari,Milan,2,3.11,3.41,2.29,2019
Napoli,Inter,2,2.59,3.43,2.71,2019
Lecce,Udinese,2,3.15,3.39,2.28,2019
Milan,Sampdoria,X,1.63,3.73,5.85,2019
Atalanta,Parma,1,1.29,5.88,9.28,2019
Juventus,Cagliari,1,1.26,6.0,10.78,2019
Bologna,Fiorentina,X,2.58,3.4,2.71,2019
Roma,Torino,2,1.51,4.26,6.41,2019
Genoa,Sassuolo,1,2.26,3.39,3.19,2019
Spal,Verona,2,2.51,3.15,2.97,2019
Brescia,Lazio,2,4.68,3.96,1.7,2019
Sassuolo,Napoli,2,4.94,4.27,1.63,2019
Lecce,Bologna,2,3.3,3.62,2.11,2019
Parma,Brescia,X,2.14,3.41,3.45,2019
Atalanta,Milan,1,1.82,3.72,4.23,2019
Torino,Spal,2,1.63,3.73,5.95,2019
Inter,Genoa,1,1.46,4.33,7.35,2019
Udinese,Cagliari,1,2.26,3.2,3.39,2019
Fiorentina,Roma,2,3.25,3.46,2.19,2019
Brescia,Sassuolo,2,2.54,3.48,2.7,2019
Sampdoria,Juventus,2,6.92,4.44,1.47,2019
Cagliari,Lazio,2,4.69,4.04,1.69,2019
Fiorentina,Inter,X,3.59,3.45,2.07,2019
Roma,Spal,1,1.33,5.21,9.34,2019
Milan,Sassuolo,X,1.51,4.59,5.85,2019
Bologna,Atalanta,1,3.53,3.75,1.99,2019
Juventus,Udinese,1,1.24,6.06,12.3,2019
Verona,Torino,X,2.69,3.04,2.85,2019
Genoa,Sampdoria,2,2.65,3.04,2.88,2019
Napoli,Parma,2,1.3,5.47,9.95,2019
Brescia,Lecce,1,1.93,3.7,3.78,2019
Bologna,Milan,2,3.32,3.37,2.21,2019
Sampdoria,Parma,2,2.22,3.19,3.5,2019
Sassuolo,Cagliari,X,2.47,3.5,2.77,2019
Spal,Brescia,2,2.3,3.22,3.27,2019
Torino,Fiorentina,1,2.53,3.08,3.0,2019
Lecce,Genoa,X,2.71,3.52,2.5,2019
Lazio,Juventus,1,2.91,3.52,2.37,2019
Udinese,Napoli,X,6.07,4.16,1.55,2019
Atalanta,Verona,1,1.34,5.15,9.1,2019
Inter,Roma,X,1.77,3.86,4.45,2019
Cagliari,Sampdoria,1,2.0,3.37,3.89,2019
Verona,Roma,2,4.61,3.69,1.78,2019
Napoli,Bologna,2,1.45,4.58,6.81,2019
Inter,Spal,1,1.27,5.65,11.76,2019
Lazio,Udinese,1,1.32,5.28,9.88,2019
Parma,Milan,2,3.76,3.23,2.1,2019
Juventus,Sassuolo,X,1.17,7.29,16.3,2019
Fiorentina,Lecce,2,1.47,4.49,6.69,2019
Genoa,Torino,2,2.52,3.25,2.87,2019
Brescia,Atalanta,2,6.75,4.6,1.46,2019
Spal,Genoa,X,2.52,3.2,2.91,2019
Lecce,Cagliari,X,3.18,3.43,2.23,2019
Sampdoria,Udinese,1,2.0,3.26,4.12,2019
Roma,Brescia,1,1.33,5.21,9.14,2019
Sassuolo,Lazio,2,5.25,4.23,1.6,2019
Verona,Fiorentina,1,3.51,3.24,2.19,2019
Bologna,Parma,X,1.82,3.59,4.46,2019
Torino,Inter,2,4.08,3.4,1.95,2019
Milan,Napoli,X,2.98,3.36,2.4,2019
Atalanta,Juventus,2,2.81,3.4,2.52,2019
Juventus,Milan,1,1.41,4.6,8.14,2019
Parma,Roma,1,4.91,3.93,1.68,2019
Lazio,Lecce,1,1.2,6.98,13.0,2019
Sampdoria,Atalanta,X,5.15,3.9,1.65,2019
Udinese,Spal,X,2.01,3.2,4.15,2019
Cagliari,Fiorentina,1,2.78,3.22,2.59,2019
Napoli,Genoa,X,1.28,5.96,9.69,2019
Inter,Verona,1,1.32,5.18,9.93,2019
Brescia,Torino,2,2.88,3.2,2.55,2019
Sassuolo,Bologna,1,2.69,3.37,2.6,2019
Spal,Sampdoria,2,2.4,3.15,3.14,2019
Milan,Lazio,2,3.29,3.43,2.19,2019
Fiorentina,Parma,X,1.57,4.08,5.83,2019
Genoa,Udinese,2,1.91,3.48,4.21,2019
Lecce,Sassuolo,X,2.85,3.32,2.49,2019
Verona,Brescia,1,2.13,3.23,3.7,2019
Atalanta,Cagliari,2,1.32,5.62,9.0,2019
Torino,Juventus,2,6.91,3.98,1.52,2019
Bologna,Inter,2,3.83,3.58,1.97,2019
Roma,Napoli,1,3.2,3.52,2.22,2019
Milan,Spal,1,1.59,3.87,6.22,2019
Cagliari,Bologna,1,2.62,3.33,2.68,2019
Juventus,Genoa,1,1.22,6.37,13.23,2019
Lazio,Torino,1,1.53,4.11,6.25,2019
Sampdoria,Lecce,X,1.71,3.7,5.03,2019
Sassuolo,Fiorentina,2,3.22,3.28,2.29,2019
Udinese,Roma,2,3.87,3.28,2.05,2019
Napoli,Atalanta,X,2.18,3.57,3.19,2019
Brescia,Inter,2,8.33,4.8,1.39,2019
Parma,Verona,2,2.7,3.05,2.83,2019
Fiorentina,Lazio,2,2.53,3.33,2.78,2019
Roma,Milan,1,2.08,3.38,3.65,2019
Atalanta,Udinese,1,1.41,4.7,7.81,2019
Spal,Napoli,X,6.65,4.39,1.49,2019
Torino,Cagliari,X,1.76,3.67,4.74,2019
Bologna,Sampdoria,1,1.94,3.42,4.13,2019
Genoa,Brescia,1,1.99,3.52,3.76,2019
Inter,Parma,X,1.29,5.48,10.67,2019
Lecce,Juventus,X,8.7,4.88,1.35,2019
Verona,Sassuolo,2,2.37,3.2,3.12,2019
Brescia,Fiorentina,X,4.57,3.82,1.75,2019
Milan,Lecce,X,1.43,4.52,7.43,2019
Parma,Genoa,1,2.69,3.12,2.8,2019
Cagliari,Spal,1,2.08,3.25,3.77,2019
Sampdoria,Roma,X,3.55,3.4,2.11,2019
Udinese,Torino,1,2.96,3.08,2.59,2019
Sassuolo,Inter,2,5.46,3.73,1.66,2019
Juventus,Bologna,1,1.35,4.97,9.07,2019
Napoli,Verona,1,1.23,6.42,12.67,2019
Lazio,Atalanta,X,2.22,3.58,3.14,2019
Inter,Juventus,2,2.77,3.1,2.82,2019
Torino,Napoli,X,3.83,3.7,1.92,2019
Roma,Cagliari,X,1.37,4.95,8.38,2019
Atalanta,Lecce,1,1.21,7.0,12.65,2019
Bologna,Lazio,X,3.59,3.48,2.06,2019
Fiorentina,Udinese,1,1.55,3.88,6.9,2019
Genoa,Milan,2,3.0,3.22,2.45,2019
Verona,Sampdoria,1,2.54,3.22,2.89,2019
Spal,Parma,1,2.64,3.15,2.84,2019
Parma,Torino,1,3.18,3.15,2.39,2019
Milan,Fiorentina,2,2.38,3.1,3.26,2019
Cagliari,Verona,X,2.19,3.23,3.47,2019
Lazio,Genoa,1,1.35,5.22,8.06,2019
Lecce,Roma,2,4.96,4.12,1.64,2019
Udinese,Bologna,1,3.06,3.17,2.44,2019
Napoli,Brescia,1,1.2,6.9,13.1,2019
Sassuolo,Atalanta,2,4.13,4.0,1.75,2019
Sampdoria,Inter,2,5.1,3.7,1.7,2019
Juventus,Spal,1,1.19,6.55,16.0,2019
Torino,Milan,1,2.55,3.03,3.02,2019
Fiorentina,Sampdoria,1,1.61,4.07,5.41,2019
Genoa,Bologna,X,2.4,3.47,2.87,2019
Inter,Lazio,1,1.95,3.48,3.96,2019
Napoli,Cagliari,2,1.18,7.13,14.77,2019
Parma,Sassuolo,1,2.79,3.33,2.52,2019
Spal,Lecce,2,2.09,3.33,3.65,2019
Roma,Atalanta,2,2.33,3.62,2.9,2019
Brescia,Juventus,2,7.42,4.15,1.47,2019
Verona,Udinese,X,2.51,3.05,3.07,2019
Lazio,Parma,1,1.28,5.77,9.97,2019
Atalanta,Fiorentina,X,2.2,3.45,3.22,2019
Bologna,Roma,2,2.68,3.52,2.54,2019
Lecce,Napoli,2,7.92,4.73,1.4,2019
Sampdoria,Torino,1,2.91,3.25,2.48,2019
Sassuolo,Spal,1,1.98,3.42,3.93,2019
Milan,Inter,2,3.79,3.15,2.13,2019
Juventus,Verona,1,1.19,6.63,16.17,2019
Udinese,Brescia,2,1.88,3.48,4.35,2019
Cagliari,Genoa,1,2.97,3.27,2.46,2019
Torino,Lecce,2,1.42,4.43,7.83,2019
Verona,Milan,2,4.97,3.43,1.77,2019
Roma,Sassuolo,1,1.53,4.37,5.77,2019
Brescia,Bologna,2,3.59,3.35,2.1,2019
Parma,Cagliari,2,2.17,3.18,3.62,2019
Spal,Lazio,1,5.85,4.0,1.59,2019
Genoa,Atalanta,2,3.46,3.6,2.09,2019
Inter,Udinese,1,1.34,5.0,9.53,2019
Napoli,Sampdoria,1,1.29,5.88,9.5,2019
Fiorentina,Juventus,X,4.64,3.55,1.81,2019
Atalanta,Torino,2,1.57,4.05,5.63,2019
Cagliari,Inter,2,5.55,4.0,1.59,2019
Genoa,Fiorentina,1,2.75,3.43,2.5,2019
Lecce,Verona,2,1.98,3.45,3.93,2019
Sassuolo,Sampdoria,1,2.24,3.45,3.18,2019
Udinese,Parma,2,1.91,3.38,4.14,2019
Lazio,Roma,X,2.01,3.6,3.58,2019
Juventus,Napoli,1,2.01,3.35,3.95,2019
Milan,Brescia,1,1.55,3.83,6.75,2019
Bologna,Spal,1,1.77,3.53,4.78,2019
Inter,Lecce,1,1.24,5.8,12.75,2019
Roma,Genoa,X,1.67,3.75,5.3,2019
Cagliari,Brescia,2,1.8,3.55,4.63,2019
Sampdoria,Lazio,2,3.63,3.38,2.07,2019
Spal,Atalanta,2,4.95,3.72,1.71,2019
Torino,Sassuolo,1,1.85,3.53,4.37,2019
Verona,Bologna,X,3.9,3.33,2.04,2019
Udinese,Milan,1,3.93,3.38,2.0,2019
Fiorentina,Napoli,2,4.27,3.63,1.85,2019
Parma,Juventus,2,9.0,5.0,1.34,2019
Lazio,Inter,2,2.56,3.54,2.61,2017
Sassuolo,Roma,2,4.49,3.81,1.75,2017
Milan,Fiorentina,1,1.67,4.0,4.85,2017
Cagliari,Atalanta,1,3.11,3.56,2.22,2017
Chievo,Benevento,1,1.7,3.96,4.68,2017
Napoli,Crotone,1,1.39,5.48,6.81,2017
Spal,Sampdoria,1,1.76,3.69,4.65,2017
Udinese,Bologna,1,1.48,4.31,6.73,2017
Genoa,Torino,2,2.19,3.63,3.13,2017
Juventus,Verona,1,1.09,10.13,26.25,2017
Roma,Juventus,X,2.82,2.9,2.79,2017
Sampdoria,Napoli,2,5.6,4.57,1.52,2017
Atalanta,Milan,X,2.16,2.95,3.99,2017
Bologna,Chievo,2,2.28,3.0,3.41,2017
Crotone,Lazio,X,4.25,3.44,1.9,2017
Fiorentina,Cagliari,2,1.54,4.24,5.9,2017
Torino,Spal,1,1.89,3.46,4.22,2017
Verona,Udinese,2,7.88,4.85,1.38,2017
Inter,Sassuolo,2,1.18,7.13,14.25,2017
Benevento,Genoa,1,2.15,3.6,3.22,2017
Cagliari,Roma,2,7.26,4.58,1.43,2017
Sassuolo,Sampdoria,1,2.21,3.46,3.21,2017
Chievo,Crotone,1,2.19,3.09,3.65,2017
Genoa,Fiorentina,2,3.85,3.5,1.97,2017
Lazio,Atalanta,X,1.92,3.59,3.93,2017
Napoli,Torino,X,1.21,6.56,12.38,2017
Spal,Benevento,1,1.48,4.37,6.6,2017
Udinese,Inter,2,4.43,3.65,1.81,2017
Juventus,Bologna,1,1.12,8.56,24.5,2017
Milan,Verona,1,1.11,10.0,22.0,2017
Torino,Lazio,2,5.03,3.95,1.66,2017
Fiorentina,Napoli,1,7.25,4.43,1.45,2017
Atalanta,Genoa,1,1.34,4.86,9.63,2017
Benevento,Udinese,X,2.88,3.32,2.44,2017
Bologna,Milan,2,5.51,3.77,1.65,2017
Sampdoria,Cagliari,1,1.93,3.51,4.03,2017
Verona,Spal,2,3.3,3.21,2.28,2017
Crotone,Sassuolo,1,2.27,3.22,3.3,2017
Inter,Juventus,2,3.03,3.1,2.51,2017
Roma,Chievo,1,1.31,5.2,10.5,2017
Genoa,Verona,1,1.42,4.36,8.13,2017
Juventus,Napoli,2,2.25,3.2,3.39,2017
Atalanta,Torino,1,1.54,4.13,6.23,2017
Chievo,Inter,2,7.63,4.13,1.46,2017
Lazio,Sampdoria,1,1.35,5.21,8.31,2017
Udinese,Crotone,2,1.91,3.25,4.46,2017
Cagliari,Bologna,X,1.94,3.32,4.24,2017
Milan,Benevento,2,1.21,6.38,13.13,2017
Sassuolo,Fiorentina,1,2.91,3.21,2.48,2017
Spal,Roma,2,4.88,3.69,1.74,2017
Roma,Genoa,1,1.33,4.96,10.06,2017
Crotone,Juventus,X,11.13,4.98,1.31,2017
Fiorentina,Lazio,2,2.84,3.4,2.44,2017
Napoli,Udinese,1,1.2,6.4,15.63,2017
Sampdoria,Bologna,1,1.69,3.75,4.99,2017
Spal,Chievo,X,2.2,3.04,3.76,2017
Torino,Milan,X,3.11,3.3,2.33,2017
Verona,Sassuolo,2,4.32,3.46,1.87,2017
Benevento,Atalanta,2,6.13,4.31,1.52,2017
Inter,Cagliari,1,1.2,6.5,15.38,2017
